time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-25T02:39:27.130Z,36.4706667,-117.987,6.44,2.19,ml,21,173,0.08115,0.17,ci,ci39495400,2020-06-25T02:43:05.612Z,"15km SSE of Lone Pine, CA",earthquake,0.37,0.9,0.126,25,automatic,ci,ci
2020-06-25T02:31:02.520Z,38.146,-117.887,5.1,1.5,ml,11,85.95,0.018,0.14,nn,nn00753120,2020-06-25T02:39:43.192Z,"33 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-25T02:27:43.009Z,65.8208,-144.8993,24.1,3,ml,,,,0.77,ak,ak02084rh636,2020-06-25T02:44:09.040Z,"28 km N of Central, Alaska",earthquake,,1,,,automatic,ak,ak
2020-06-25T02:25:40.970Z,38.1762,-117.8178,5.3,1.6,ml,13,109.49,0.06,0.15,nn,nn00753116,2020-06-25T02:31:43.172Z,"34 km SE of Mina, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-06-25T02:25:27.224Z,64.6681,-149.1082,14,1,ml,,,,0.92,ak,ak02084rgpkb,2020-06-25T02:29:18.177Z,"7 km N of Four Mile Road, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-25T02:25:14.706Z,39.6111,-119.0841,12.5,1.2,ml,6,185.62,0.253,0.1347,nn,nn00753119,2020-06-25T02:42:06.975Z,"14 km E of Fernley, Nevada",earthquake,,1.5,0.2,5,reviewed,nn,nn
2020-06-25T02:23:59.280Z,41.9988333,-112.4558333,5.02,1.09,md,10,115,0.12,0.16,uu,uu60398577,2020-06-25T14:37:00.100Z,"18 km W of Portage, Utah",earthquake,0.41,2.52,0.213,7,reviewed,uu,uu
2020-06-25T02:20:23.570Z,36.483,-117.9716667,9.64,1.91,ml,22,113,0.09748,0.2,ci,ci39495392,2020-06-25T02:23:55.498Z,"14km SE of Lone Pine, CA",earthquake,0.44,0.76,0.202,26,automatic,ci,ci
2020-06-25T02:19:25.730Z,36.4658333,-89.5568333,9.73,1.12,md,13,100,0.05951,0.02,nm,nm60108233,2020-06-25T15:30:39.330Z,"7 km SE of Marston, Missouri",earthquake,0.86,0.99,0.113,9,reviewed,nm,nm
2020-06-25T02:18:50.870Z,36.4841667,-117.9823333,7.25,1.5,ml,6,257,0.0904,0.12,ci,ci37448245,2020-06-25T16:21:41.371Z,"14km SE of Lone Pine, CA",earthquake,0.75,1.25,0.16,3,reviewed,ci,ci
2020-06-25T02:18:40.740Z,36.4775,-118.0028333,4.93,1.38,ml,4,257,0.07277,0.04,ci,ci37448237,2020-06-25T16:19:33.365Z,"14km SSE of Lone Pine, CA",earthquake,0.51,0.45,0.343,2,reviewed,ci,ci
2020-06-25T02:17:51.570Z,36.4943333,-117.9616667,10.69,1.22,ml,8,240,0.372,0.07,ci,ci39495384,2020-06-25T16:18:09.680Z,"14km SE of Lone Pine, CA",earthquake,0.53,5.96,0.139,4,reviewed,ci,ci
2020-06-25T02:12:04.270Z,33.1573333,-116.4948333,6.48,0.54,ml,11,174,0.115,0.17,ci,ci39495368,2020-06-25T02:15:48.443Z,"13km NE of Julian, CA",earthquake,0.51,1.12,0.222,7,automatic,ci,ci
2020-06-25T02:11:09.040Z,37.6421667,-119.378,4.42,1.19,md,9,142,0.2373,0.14,nc,nc73415781,2020-06-25T02:59:03.007Z,"21km ESE of Yosemite Valley, CA",earthquake,0.7,31.61,0.16,7,reviewed,nc,nc
2020-06-25T02:10:58.860Z,33.007,-116.3838333,9.3,1.24,ml,32,77,0.08546,0.2,ci,ci39495360,2020-06-25T02:22:10.450Z,"22km ESE of Julian, CA",earthquake,0.29,0.89,0.266,29,automatic,ci,ci
2020-06-25T02:10:22.190Z,36.08533333,-97.87583333,6.74,2.29,ml,46,44,0.1367731604,0.12,ok,ok2020mjsv,2020-06-25T13:09:33.543Z,"3 km SE of Hennessey, Oklahoma",earthquake,,0.3,0.23,19,reviewed,ok,ok
2020-06-25T02:07:55.180Z,38.1547,-118.0723,7.2,1.4,ml,15,153.78,0.024,0.12,nn,nn00753110,2020-06-25T02:16:42.253Z,"26 km S of Mina, Nevada",earthquake,,2.6,,,automatic,nn,nn
2020-06-25T02:06:28.240Z,36.4858333,-117.9705,9.15,1.86,ml,28,81,0.09959,0.17,ci,ci39495344,2020-06-25T02:49:56.340Z,"14km SE of Lone Pine, CA",earthquake,0.24,0.42,0.227,19,reviewed,ci,ci
2020-06-25T02:04:00.840Z,36.424,-117.9316667,8.33,1.88,ml,20,120,0.1208,0.17,ci,ci39495336,2020-06-25T02:07:39.402Z,"17km NNE of Olancha, CA",earthquake,0.37,0.82,0.217,26,automatic,ci,ci
2020-06-25T02:02:44.870Z,38.8226662,-122.8073349,2.47,0.79,md,25,43,0.00226,0.02,nc,nc73415761,2020-06-25T02:17:07.590Z,"7km NW of The Geysers, CA",earthquake,0.23,0.41,0.09,3,automatic,nc,nc
2020-06-25T01:58:01.960Z,36.4863333,-117.9861667,6.92,1.93,ml,18,114,0.08883,0.22,ci,ci39495328,2020-06-25T02:01:47.988Z,"13km SE of Lone Pine, CA",earthquake,0.49,1.13,0.139,26,automatic,ci,ci
2020-06-25T01:51:50.029Z,69.5735,-143.4118,14.8,1.9,ml,,,,0.71,ak,ak02084r0w7x,2020-06-25T01:55:00.410Z,"62 km S of Kaktovik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-06-25T01:50:21.130Z,36.441,-117.9765,6.5,2.66,ml,26,72,0.0836,0.17,ci,ci39495312,2020-06-25T04:24:22.304Z,"18km N of Olancha, CA",earthquake,0.36,1.12,0.107,25,automatic,ci,ci
2020-06-25T01:46:38.930Z,37.607,-121.6553333,4.48,0.98,md,15,91,0.07542,0.06,nc,nc73415746,2020-06-25T06:00:04.867Z,"13km SE of Livermore, CA",earthquake,0.23,0.89,0.212,13,reviewed,nc,nc
2020-06-25T01:41:35.790Z,38.1587,-117.9733,7.9,0.9,ml,11,141.2,0.02,0.06,nn,nn00753098,2020-06-25T01:51:13.416Z,"28 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-25T01:33:11.240Z,36.4693333,-117.9528333,11.19,2.73,ml,23,85,0.1068,0.2,ci,ci39495288,2020-06-25T02:11:04.040Z,"17km SE of Lone Pine, CA",earthquake,0.46,0.82,0.2,28,automatic,ci,ci
2020-06-25T01:32:50.150Z,36.4651667,-118.0066667,6,2.59,ml,20,156,0.0644,0.18,ci,ci39495280,2020-06-25T01:57:31.040Z,"15km SSE of Lone Pine, CA",earthquake,0.37,0.82,0.137,26,automatic,ci,ci
2020-06-25T01:28:44.250Z,19.2291660308838,-155.394165039062,32.8899993896484,1.85,ml,41,145,,0.109999999,hv,hv72015101,2020-06-25T01:34:17.690Z,"9 km ENE of P?hala, Hawaii",earthquake,0.56,0.629999995,0.25,3,automatic,hv,hv
2020-06-25T01:27:10.370Z,36.456,-117.9683333,4.8,1.86,ml,17,154,0.09159,0.2,ci,ci39495272,2020-06-25T01:31:01.939Z,"17km SSE of Lone Pine, CA",earthquake,0.47,1.69,0.18,25,automatic,ci,ci
2020-06-25T01:25:55.260Z,36.4666667,-117.9635,6.6,2.55,ml,21,86,0.09778,0.16,ci,ci39495264,2020-06-25T01:46:23.040Z,"16km SE of Lone Pine, CA",earthquake,0.37,1.07,0.195,25,automatic,ci,ci
2020-06-25T01:25:27.570Z,19.2316665649414,-155.394500732422,32.3300018310547,1.77999997,md,29,149,,0.140000001,hv,hv72015091,2020-06-25T01:28:43.730Z,"9 km ENE of P?hala, Hawaii",earthquake,0.9,0.959999979,1.88,4,automatic,hv,hv
2020-06-25T01:22:38.550Z,36.4793333,-117.9701667,8.91,2.43,ml,20,156,0.09702,0.2,ci,ci39495256,2020-06-25T01:26:35.624Z,"15km SE of Lone Pine, CA",earthquake,0.62,0.95,0.227,25,automatic,ci,ci
2020-06-25T01:22:33.380Z,38.1815,-117.7873,5.2,1.8,ml,18,48.26,0.053,0.13,nn,nn00753083,2020-06-25T01:25:14.869Z,"36 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-25T01:22:01.250Z,36.4606667,-117.9188333,1.66,1.58,ml,11,145,0.1294,0.18,ci,ci39495248,2020-06-25T01:25:33.904Z,"20km SE of Lone Pine, CA",earthquake,0.48,1.32,0.259,20,automatic,ci,ci
2020-06-25T01:20:14.310Z,38.7548332,-122.7226639,2.95,0.54,md,9,159,0.006965,0.02,nc,nc73415711,2020-06-25T01:39:12.537Z,"4km SW of Anderson Springs, CA",earthquake,0.74,1.06,0.05,2,automatic,nc,nc
2020-06-25T01:18:11.920Z,36.461,-117.973,6.12,1.62,ml,13,159,0.08893,0.21,ci,ci39495232,2020-06-25T01:21:54.871Z,"16km SSE of Lone Pine, CA",earthquake,1.05,2.07,0.161,20,automatic,ci,ci
2020-06-25T01:11:05.760Z,37.2262,-117.2383,10.6,1.9,ml,15,193.52,0.575,0.22,nn,nn00753079,2020-06-25T01:19:54.192Z,"53 km S of Goldfield, Nevada",earthquake,,15.8,,,automatic,nn,nn
2020-06-25T01:10:42.860Z,36.4558333,-118.0013333,7.08,1.82,ml,16,163,0.06552,0.19,ci,ci39495208,2020-06-25T01:14:32.829Z,"16km SSE of Lone Pine, CA",earthquake,0.47,0.9,0.236,20,automatic,ci,ci
2020-06-25T01:09:18.500Z,37.1103,-117.3337,0.4,1.7,ml,17,98.47,0.147,0.17,nn,nn00753075,2020-06-25T01:14:32.317Z,"55 km WNW of Beatty, Nevada",earthquake,,13.3,,,automatic,nn,nn
2020-06-25T00:58:16.890Z,36.20333333,-96.9745,7.35,0.86,ml,41,61,0.09448145951,0.19,ok,ok2020mjqm,2020-06-25T13:55:47.992Z,"5 km WSW of Glencoe, Oklahoma",earthquake,,0.5,0.2,15,reviewed,ok,ok
2020-06-25T00:55:50.810Z,38.174,-117.8283,7.9,1.4,ml,13,62.54,0.031,0.11,nn,nn00753071,2020-06-25T01:05:53.600Z,"34 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-25T00:48:58.710Z,38.14,-117.9573,13.9,2.5,ml,19,61.35,0.024,0.11,nn,nn00753069,2020-06-25T00:56:34.350Z,"30 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-25T00:47:56.513Z,66.0897,-148.9189,2.2,1,ml,,,,0.61,ak,ak02084qemf7,2020-06-25T00:51:17.219Z,"12 km NE of Stevens Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-06-25T00:42:52.460Z,35.79766667,-96.65766667,6.47,1.12,ml,28,60,0.1286747496,0.12,ok,ok2020mjpz,2020-06-25T14:43:25.881Z,"5 km N of Stroud, Oklahoma",earthquake,,0.4,0.27,6,reviewed,ok,ok
2020-06-25T00:42:51.780Z,35.79733333,-96.65566667,6.08,0.54,ml,25,61,0.1286747496,0.14,ok,ok2020mjpy,2020-06-25T13:59:46.029Z,"5 km N of Stroud, Oklahoma",earthquake,,0.4,0.25,6,reviewed,ok,ok
2020-06-25T00:39:59.300Z,38.1727,-117.8598,11,1.2,ml,12,87.52,0.023,0.1,nn,nn00753067,2020-06-25T00:45:41.016Z,"32 km SE of Mina, Nevada",earthquake,,2,,,automatic,nn,nn
2020-06-25T00:39:58.170Z,36.4821667,-117.9791667,6.32,1.74,ml,14,181,0.0917,0.21,ci,ci39495176,2020-06-25T08:42:26.880Z,"14km SE of Lone Pine, CA",earthquake,0.6,1.47,0.119,23,automatic,ci,ci
2020-06-25T00:33:17.960Z,38.2558,-117.6568,0,1.3,ml,13,151.72,0.105,0.08,nn,nn00753061,2020-06-25T00:36:33.071Z,"42 km ESE of Mina, Nevada",earthquake,,8.2,,,automatic,nn,nn
2020-06-25T00:28:23.960Z,36.4843333,-118.0261667,7.01,1.66,ml,18,184,0.06215,0.2,ci,ci39495168,2020-06-25T00:32:11.620Z,"12km SSE of Lone Pine, CA",earthquake,0.52,0.8,0.12,19,automatic,ci,ci
2020-06-25T00:26:50.920Z,19.39,-155.107,0.77,1.95,ml,13,104,,0.09,hv,hv72015006,2020-06-25T06:31:12.730Z,"8 km SSE of Fern Forest, Hawaii",earthquake,0.35,0.12,0.0989329997690418,3,reviewed,hv,hv
2020-06-25T00:26:38.430Z,19.1063333333333,-155.4395,25.56,1.62,md,18,262,,0.1,hv,hv72015001,2020-06-25T06:20:59.940Z,"11 km SSE of P?hala, Hawaii",earthquake,0.79,1.3,0.0847791239435245,9,reviewed,hv,hv
2020-06-25T00:25:12.921Z,38.1578,-118.0051,3.4,2.5,ml,28,53.34,0.037,0.132,nn,nn00753055,2020-06-25T16:23:31.102Z,"27 km SSE of Mina, Nevada",earthquake,,0.7,0.4,13,reviewed,nn,nn
2020-06-25T00:24:21.800Z,33.8486667,-116.279,1.94,0.57,ml,11,97,0.07049,0.24,ci,ci39495160,2020-06-25T00:27:54.538Z,"11km ENE of Thousand Palms, CA",earthquake,0.46,0.95,0.123,6,automatic,ci,ci
2020-06-25T00:22:36.360Z,38.8198318,-122.8218307,2.31,0.58,md,17,47,0.009849,0.04,nc,nc73415686,2020-06-25T00:53:08.524Z,"7km NW of The Geysers, CA",earthquake,0.28,0.56,0.02,3,automatic,nc,nc
2020-06-25T00:22:30.329Z,35.7935,-96.64916667,7.13,2.11,ml,47,61,0.1304743965,0.23,ok,ok2020mjpi,2020-06-25T16:20:51.041Z,"5 km N of Stroud, Oklahoma",earthquake,,0.5,0.23,23,reviewed,ok,ok
2020-06-25T00:22:25.969Z,35.79566667,-96.64683333,7.5,2.04,ml,44,61,0.1277749262,0.14,ok,ok2020mjph,2020-06-25T13:16:11.100Z,"5 km N of Stroud, Oklahoma",earthquake,,0.4,0.2,23,reviewed,ok,ok
2020-06-25T00:18:10.650Z,35.796,-96.64733333,7.89,1.84,ml,75,54,0.1277749262,0.19,ok,ok2020mjpd,2020-06-25T13:29:59.878Z,"5 km N of Stroud, Oklahoma",earthquake,,0.4,0.21,37,reviewed,ok,ok
2020-06-25T00:15:01.228Z,38.1575,-118.0043,3.5,2.8,ml,25,91.59,0.038,0.105,nn,nn00753048,2020-06-25T00:46:51.399Z,"27 km SSE of Mina, Nevada",earthquake,,0.8,0.45,11,reviewed,nn,nn
2020-06-25T00:13:41.990Z,36.4651667,-117.9991667,5.2,2.18,ml,19,154,0.07001,0.23,ci,ci39495136,2020-06-25T00:17:45.378Z,"15km SSE of Lone Pine, CA",earthquake,0.48,1.18,0.164,25,automatic,ci,ci
2020-06-25T00:13:18.100Z,38.1473,-117.961,11.5,1.4,ml,16,103.69,0.014,0.15,nn,nn00753042,2020-06-25T00:16:33.162Z,"29 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-25T00:09:56.340Z,39.3081665,-123.3083344,-0.33,1.9,md,7,179,0.1024,0.07,nc,nc73415661,2020-06-25T00:31:18.330Z,"10km WNW of Redwood Valley, CA",earthquake,0.83,5.7,0.1,6,automatic,nc,nc
2020-06-25T00:09:30.790Z,36.481,-117.9736667,7.23,3.43,ml,45,83,0.09516,0.19,ci,ci39495128,2020-06-25T14:57:43.581Z,"15km SE of Lone Pine, CA",earthquake,0.2,0.57,0.145,70,reviewed,ci,ci
2020-06-25T00:07:29.170Z,19.2116661071777,-155.402160644531,32.0299987792969,1.83000004,md,31,167,,0.119999997,hv,hv72014981,2020-06-25T00:10:46.850Z,"8 km E of P?hala, Hawaii",earthquake,0.81,0.839999974,1.03999996,3,automatic,hv,hv
2020-06-25T00:05:13.170Z,37.6090012,-121.6496658,4.02,1.61,md,16,75,0.08621,0.08,nc,nc73415656,2020-06-25T00:21:04.844Z,"13km SE of Livermore, CA",earthquake,0.27,1.32,0.21,13,automatic,nc,nc
2020-06-25T00:03:59.964Z,39.61,-119.0831,12.9,1.6,ml,8,171.01,0.254,0.1533,nn,nn00753127,2020-06-25T02:45:13.393Z,"14 km E of Fernley, Nevada",earthquake,,1.3,0.31,6,reviewed,nn,nn
2020-06-25T00:02:25.990Z,37.6166667,-118.8593333,2.43,0.66,md,10,128,0.003695,0.02,nc,nc73415641,2020-06-25T01:06:05.145Z,"11km ESE of Mammoth Lakes, CA",earthquake,0.42,0.67,0.304,10,reviewed,nc,nc
2020-06-25T00:00:51.710Z,36.4626667,-117.9941667,-0.45,2.06,ml,21,91,0.07297,0.17,ci,ci39495104,2020-06-25T00:04:31.439Z,"15km SSE of Lone Pine, CA",earthquake,0.3,0.73,0.15,26,automatic,ci,ci
2020-06-24T23:59:31.530Z,17.9355,-66.9515,10,2.04,md,23,212,0.0824,0.16,pr,pr2020176029,2020-06-25T00:45:01.241Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.46,0.38,0.11,7,reviewed,pr,pr
2020-06-24T23:58:23.150Z,17.9326,-66.9816,10,2.17,md,11,230,0.0726,0.19,pr,pr2020176028,2020-06-25T00:29:06.202Z,"8 km SE of La Parguera, Puerto Rico",earthquake,0.76,0.53,0.19,6,reviewed,pr,pr
2020-06-24T23:58:07.520Z,36.4773333,-117.994,6.23,1.57,ml,16,115,0.07888,0.18,ci,ci39495096,2020-06-25T00:01:55.776Z,"14km SSE of Lone Pine, CA",earthquake,0.42,1.01,0.187,19,automatic,ci,ci
2020-06-24T23:54:40.260Z,36.4575,-117.9946667,7.24,1.34,ml,15,84,0.07114,0.26,ci,ci37448117,2020-06-25T01:32:32.948Z,"16km SSE of Lone Pine, CA",earthquake,0.48,0.97,0.292,6,reviewed,ci,ci
2020-06-24T23:54:29.890Z,36.4793333,-117.99,7.09,1.05,ml,10,177,0.08266,0.14,ci,ci37448109,2020-06-25T01:28:16.425Z,"14km SSE of Lone Pine, CA",earthquake,0.31,0.9,0.255,7,reviewed,ci,ci
2020-06-24T23:54:14.570Z,36.4506667,-117.9871667,7.9,1.3,ml,11,154,0.07575,0.13,ci,ci37448101,2020-06-25T01:21:27.868Z,"17km SSE of Lone Pine, CA",earthquake,0.29,0.56,0.22,9,reviewed,ci,ci
2020-06-24T23:54:01.660Z,36.4566667,-118.0105,6.2,0.73,ml,9,166,0.05861,0.18,ci,ci37448093,2020-06-25T01:33:36.457Z,"15km SSE of Lone Pine, CA",earthquake,1.2,1.89,0.216,5,reviewed,ci,ci
2020-06-24T23:53:23.070Z,36.4436667,-117.995,7.95,1.17,ml,13,94,0.06877,0.18,ci,ci37448069,2020-06-25T01:12:24.349Z,"17km SSE of Lone Pine, CA",earthquake,0.36,0.85,0.168,7,reviewed,ci,ci
2020-06-24T23:53:21.404Z,57.7061,-155.3093,5.8,1.7,ml,,,,0.21,ak,ak02083glgfk,2020-06-24T23:57:57.511Z,"53 km WNW of Karluk, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-06-24T23:52:59.260Z,36.4833333,-117.9841667,7.44,1.44,ml,22,86,0.08871,0.16,ci,ci39495088,2020-06-25T01:16:00.365Z,"14km SE of Lone Pine, CA",earthquake,0.24,0.57,0.198,17,reviewed,ci,ci
2020-06-24T23:51:15.330Z,38.1867,-117.756,10.3,1.4,ml,14,95.04,0.055,0.2,nn,nn00753027,2020-06-24T23:59:59.706Z,"38 km SE of Mina, Nevada",earthquake,,2.1,,,automatic,nn,nn
2020-06-24T23:49:05.560Z,39.41,-110.3026667,-1.7,1.4,ml,7,199,0.02237,0.06,uu,uu60398562,2020-06-25T13:56:41.490Z,"17 km SSE of Sunnyside, Utah",earthquake,0.79,0.55,0.046,2,reviewed,uu,uu
2020-06-24T23:47:52.880Z,17.938,-66.9521,10,1.49,md,20,218,0.0818,0.18,pr,pr2020176027,2020-06-25T00:24:15.202Z,"5 km SW of Guánica, Puerto Rico",earthquake,0.44,0.54,0.06,5,reviewed,pr,pr
2020-06-24T23:46:00.590Z,36.4653333,-117.9843333,5.35,2.09,ml,16,150,0.08133,0.18,ci,ci39495080,2020-06-24T23:49:42.705Z,"16km SSE of Lone Pine, CA",earthquake,0.41,1.14,0.124,25,automatic,ci,ci
2020-06-24T23:39:26.750Z,44.512,-111.0073333,20.58,0.5,md,7,156,0.1152,0.08,uu,uu60398557,2020-06-25T13:59:48.680Z,"18 km SSE of West Yellowstone, Montana",earthquake,1.03,1.59,0.207,3,reviewed,uu,uu
2020-06-24T23:38:40.449Z,51.8754,-174.1609,24.4,1.5,ml,,,,0.7,ak,ak02083gi910,2020-06-25T00:35:02.401Z,"35 km S of Atka, Alaska",earthquake,,2.1,,,reviewed,ak,ak
2020-06-24T23:38:39.694Z,38.164,-117.7803,3.4,1.5,ml,8,124.27,0.069,0.0673,nn,nn00753052,2020-06-25T02:20:32.660Z,"38 km SE of Mina, Nevada",earthquake,,2.2,0.31,6,reviewed,nn,nn
2020-06-24T23:38:25.355Z,39.6096,-119.0873,12.1,1.8,ml,7,170.72,0.251,0.2389,nn,nn00753019,2020-06-25T02:20:31.155Z,"14 km E of Fernley, Nevada",earthquake,,2.9,0.26,6,reviewed,nn,nn
2020-06-24T23:37:04.020Z,38.1542,-118.0165,2.3,1,ml,10,131.05,0.037,0.06,nn,nn00753018,2020-06-24T23:42:40.861Z,"27 km SSE of Mina, Nevada",earthquake,,6.9,,,automatic,nn,nn
2020-06-24T23:34:37.419Z,57.8364,-156.2909,131.6,1.9,ml,,,,0.77,ak,ak02083ghfz8,2020-06-24T23:40:32.343Z,"75 km ENE of Ugashik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-06-24T23:33:15.580Z,37.0001667,-112.744,20.81,3.11,ml,16,89,0.06456,0.14,uu,uu60398552,2020-06-25T18:59:59.748Z,"10 km N of Moccasin, Arizona",earthquake,0.37,0.5,0.18,10,reviewed,uu,uu
2020-06-24T23:31:17.000Z,36.4838333,-117.969,8.89,2.23,ml,19,113,0.09977,0.19,ci,ci39495072,2020-06-24T23:34:53.612Z,"15km SE of Lone Pine, CA",earthquake,0.43,0.72,0.231,27,automatic,ci,ci
2020-06-24T23:30:33.570Z,38.0162,-118.3395,5.9,1.8,ml,13,81.28,0.269,0.05,nn,nn00753012,2020-06-24T23:34:07.127Z,"24 km NNE of Benton, California",earthquake,,9.3,,,automatic,nn,nn
2020-06-24T23:29:43.010Z,38.1492,-118.0182,4.5,1.7,ml,17,87.42,0.034,0.03,nn,nn00753010,2020-06-24T23:33:57.777Z,"27 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-24T23:28:31.730Z,38.1682,-117.8433,2.9,1.8,ml,22,75.11,0.012,0.11,nn,nn00753007,2020-06-24T23:32:00.636Z,"33 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-24T23:27:35.780Z,33.5825,-116.8026667,7.1,1.14,ml,40,44,0.03407,0.18,ci,ci39495064,2020-06-24T23:31:19.591Z,"12km WNW of Anza, CA",earthquake,0.22,0.77,0.142,29,automatic,ci,ci
2020-06-24T23:27:25.850Z,44.3438333,-110.2786667,10.96,0.78,md,10,177,0.0482,0.08,uu,uu60398547,2020-06-25T13:49:25.210Z,"74 km ESE of West Yellowstone, Montana",earthquake,0.91,0.57,0.153,6,reviewed,uu,uu
2020-06-24T23:26:43.530Z,36.4686667,-117.9608333,7.42,1.48,ml,16,163,0.1004,0.19,ci,ci39495056,2020-06-25T07:29:17.254Z,"16km SE of Lone Pine, CA",earthquake,0.42,1.13,0.168,18,automatic,ci,ci
2020-06-24T23:24:26.838Z,38.0293,-118.3368,5.4,2.4,ml,30,68.49,0.259,0.1526,nn,nn00753002,2020-06-25T02:20:29.774Z,"26 km NNE of Benton, California",earthquake,,3.7,0.28,15,reviewed,nn,nn
2020-06-24T23:23:21.220Z,39.3046667,-123.3106667,0.48,1.21,md,11,105,0.08782,0.08,nc,nc73415611,2020-06-25T05:49:02.564Z,"10km WNW of Redwood Valley, CA",earthquake,0.29,1.96,0.063,7,reviewed,nc,nc
2020-06-24T23:23:13.890Z,36.4551667,-117.998,6.16,1.19,ml,12,160,0.06798,0.23,ci,ci37448053,2020-06-25T00:17:18.793Z,"16km SSE of Lone Pine, CA",earthquake,0.58,1.67,0.232,5,reviewed,ci,ci
2020-06-24T23:23:00.910Z,35.0331667,-117.6851667,-0.82,1.11,ml,15,107,0.09897,0.15,ci,ci39495048,2020-06-25T00:20:50.516Z,"5km NW of Boron, CA",quarry blast,0.5,31.61,0.074,13,reviewed,ci,ci
2020-06-24T23:19:55.490Z,36.4511667,-118.0036667,4.8,2.23,ml,18,158,0.0627,0.17,ci,ci39495040,2020-06-24T23:23:39.538Z,"16km SSE of Lone Pine, CA",earthquake,0.38,0.97,0.157,26,automatic,ci,ci
2020-06-24T23:19:48.478Z,-34.0491,-178.3595,10,4.7,mb,,166,4.43,0.77,us,us7000aai3,2020-06-24T23:54:51.040Z,"south of the Kermadec Islands",earthquake,13.3,1.9,0.137,16,reviewed,us,us
2020-06-24T23:19:19.530Z,36.443,-117.976,8.39,1.22,ml,7,144,0.08405,0.12,ci,ci37448045,2020-06-25T00:13:28.981Z,"18km SSE of Lone Pine, CA",earthquake,0.56,1.65,0.167,3,reviewed,ci,ci
2020-06-24T23:18:46.100Z,35.6871667,-117.5191667,8,0.84,ml,16,157,0.1106,0.17,ci,ci39495032,2020-06-24T23:54:15.139Z,"14km SW of Searles Valley, CA",earthquake,0.35,1.2,0.096,7,reviewed,ci,ci
2020-06-24T23:18:30.610Z,36.44,-117.9741667,8.63,1.15,ml,8,141,0.08547,0.18,ci,ci37448037,2020-06-25T00:00:19.065Z,"18km N of Olancha, CA",earthquake,0.41,1.29,0.178,3,reviewed,ci,ci
2020-06-24T23:15:25.860Z,36.4281667,-117.9435,7.83,1.34,ml,20,68,0.1108,0.19,ci,ci39495024,2020-06-25T00:07:40.671Z,"17km NNE of Olancha, CA",earthquake,0.28,0.75,0.142,15,reviewed,ci,ci
2020-06-24T23:12:24.310Z,36.4563333,-117.961,4.72,1.82,ml,17,152,0.09747,0.18,ci,ci39495016,2020-06-24T23:16:17.476Z,"18km SE of Lone Pine, CA",earthquake,0.45,1.65,0.135,25,automatic,ci,ci
2020-06-24T23:12:08.113Z,-56.8957,-25.2803,10,4.9,mb,,129,6.87,0.85,us,us7000aahv,2020-06-24T23:30:31.040Z,"South Sandwich Islands region",earthquake,12.1,1.9,0.11,26,reviewed,us,us
2020-06-24T23:07:05.600Z,35.891,-117.6966667,0.12,0.49,ml,7,102,0.06808,0.16,ci,ci39495008,2020-06-24T23:11:01.326Z,"20km ESE of Little Lake, CA",earthquake,0.41,31.61,0.072,3,automatic,ci,ci
2020-06-24T23:06:10.070Z,36.4625,-118.0158333,4.06,2.16,ml,19,175,0.05656,0.32,ci,ci39494992,2020-06-24T23:09:55.431Z,"15km SSE of Lone Pine, CA",earthquake,0.69,1.49,0.173,26,automatic,ci,ci
2020-06-24T23:04:41.120Z,36.4485,-117.9861667,3.96,2.05,ml,17,79,0.07628,0.19,ci,ci39494984,2020-06-24T23:08:34.423Z,"17km SSE of Lone Pine, CA",earthquake,0.43,1.21,0.153,25,automatic,ci,ci
2020-06-24T23:02:08.060Z,38.1128,-118.0508,6.9,0.7,ml,9,191.26,0.035,0.06,nn,nn00752991,2020-06-24T23:05:54.275Z,"31 km S of Mina, Nevada",earthquake,,7.2,,,automatic,nn,nn
2020-06-24T23:00:54.970Z,36.4585,-117.9461667,9.53,1.36,ml,14,150,0.1096,0.25,ci,ci39494976,2020-06-24T23:04:40.734Z,"18km SE of Lone Pine, CA",earthquake,0.94,1.3,0.302,12,automatic,ci,ci
2020-06-24T22:56:03.097Z,60.6898,-150.1808,43.7,1.1,ml,,,,0.25,ak,ak02083g0mk5,2020-06-24T22:59:02.227Z,"29 km NW of Cooper Landing, Alaska",earthquake,,0.8,,,automatic,ak,ak
